aX,aY,aZ,gX,gY,gZ
-0.046,-0.507,0.940,27.283,-4.395,34.241
-0.076,-0.505,0.942,23.376,-3.479,28.076
-0.085,-0.496,0.925,18.005,-3.967,18.555
-0.070,-0.500,0.902,12.634,-6.165,7.568
-0.038,-0.534,0.876,6.348,-9.277,-1.709
-0.000,-0.566,0.867,1.770,-12.024,-7.935
0.032,-0.588,0.866,0.488,-13.000,-12.085
0.057,-0.627,0.866,0.427,-11.414,-13.000

-0.233,1.092,1.763,60.791,10.132,-99.487
-0.032,1.250,1.785,84.595,25.513,-119.019
0.129,1.364,1.704,98.633,33.142,-138.977
0.237,1.305,1.531,100.403,31.860,-158.447
0.253,1.140,1.334,96.680,28.687,-181.458
0.211,1.088,1.212,96.558,28.564,-198.975
0.172,1.157,1.116,114.441,33.630,-204.590
0.066,1.181,1.068,148.743,47.791,-199.646
-0.134,1.216,1.028,186.890,68.970,-178.711
-0.432,1.216,0.928,227.112,100.891,-142.883
-0.734,1.060,0.679,254.822,141.968,-100.220
-1.110,0.730,0.295,256.653,181.458,-64.758
-1.623,0.246,-0.185,229.492,210.571,-43.335
-2.178,-0.330,-0.717,180.725,226.990,-44.922
-2.849,-0.885,-1.274,120.850,227.966,-80.750
-3.591,-1.657,-1.833,56.519,216.492,-141.357
-4.000,-2.670,-2.336,-9.094,190.674,-219.177
-3.984,-3.940,-2.621,-84.778,155.701,-333.557
-2.602,-4.000,-2.559,-154.541,97.168,-488.220
-0.627,-4.000,-1.494,-149.475,-26.978,-630.249
1.269,-4.000,0.207,-25.879,-185.364,-653.076
3.569,-4.000,1.434,126.404,-231.689,-499.390
3.755,-4.000,0.811,169.922,-32.654,-198.120
3.102,-2.607,-1.192,74.463,264.771,174.744
0.972,-1.107,-2.614,-16.968,431.763,469.971
-1.606,0.303,-2.837,-0.122,332.031,612.915
-2.760,0.426,-1.296,147.095,97.778,510.681
-2.853,0.171,0.899,278.442,-59.631,258.545
-2.596,-0.210,2.227,235.901,-116.272,21.362
-1.758,-0.563,2.281,84.778,-135.620,-115.234
-0.927,-0.861,1.605,-48.523,-126.831,-144.226
-0.539,-1.083,1.065,-128.052,-89.783,-126.038
-0.465,-1.243,0.817,-133.423,-48.157,-90.393
-0.445,-1.234,0.710,-97.595,-17.212,-53.894
-0.450,-1.118,0.638,-60.730,-1.770,-30.212
-0.477,-0.962,0.540,-43.701,-1.343,-19.104
-0.540,-0.801,0.446,-38.269,-7.019,-18.005
-0.525,-0.669,0.347,-33.203,-11.902,-20.203
-0.529,-0.640,0.291,-25.635,-13.000,-23.071
-0.552,-0.714,0.295,-12.939,-9.583,-22.705
-0.510,-0.804,0.322,0.549,-1.526,-18.860
-0.419,-0.939,0.341,10.681,8.850,-13.916
-0.306,-1.069,0.366,15.991,18.188,-7.629
-0.231,-1.197,0.379,15.625,23.071,-1.038
-0.179,-1.284,0.394,12.695,23.743,5.371
-0.183,-1.305,0.413,10.437,23.193,11.963
-0.169,-1.245,0.413,9.155,24.597,21.179
-0.165,-1.162,0.396,5.493,27.527,32.471
-0.210,-1.121,0.353,-0.732,30.090,43.945
-0.258,-1.095,0.284,-9.216,31.067,52.246
-0.274,-1.078,0.234,-21.484,28.687,55.237
-0.245,-1.078,0.201,-33.813,21.606,52.673
-0.206,-1.122,0.190,-43.335,9.644,47.363
-0.158,-1.205,0.182,-49.927,-3.235,43.945
-0.150,-1.278,0.174,-52.734,-14.160,46.936
-0.167,-1.324,0.171,-53.467,-20.081,56.702
-0.231,-1.365,0.168,-52.124,-20.935,70.190
-0.244,-1.413,0.140,-51.697,-16.724,83.069
-0.208,-1.460,0.081,-54.932,-9.827,91.980
-0.237,-1.480,-0.018,-58.594,-5.310,99.365
-0.249,-1.496,-0.145,-60.669,-4.883,108.398
-0.164,-1.545,-0.301,-63.965,-6.348,112.061
-0.109,-1.608,-0.442,-66.833,-10.925,109.619
-0.086,-1.685,-0.527,-63.843,-21.606,111.816
-0.036,-1.746,-0.583,-58.533,-36.133,118.713
-0.054,-1.774,-0.566,-50.354,-52.063,125.488
-0.142,-1.790,-0.494,-38.391,-65.369,134.460
-0.201,-1.776,-0.409,-26.794,-71.960,144.409
-0.247,-1.721,-0.311,-14.465,-71.411,148.987
-0.313,-1.642,-0.196,-4.456,-70.618,148.437
-0.395,-1.537,-0.038,2.319,-78.125,143.555
-0.472,-1.383,0.175,6.653,-91.248,131.226
-0.475,-1.231,0.391,4.822,-105.835,112.854
-0.436,-1.200,0.554,-1.953,-118.896,94.055
-0.357,-1.237,0.628,-14.465,-124.939,81.177
-0.261,-1.231,0.662,-33.508,-126.038,75.623
-0.129,-1.246,0.639,-48.096,-125.183,79.163
-0.020,-1.288,0.621,-58.899,-117.920,93.018
0.010,-1.247,0.646,-67.444,-102.234,115.051
-0.010,-1.087,0.690,-69.824,-80.688,135.498
-0.055,-0.850,0.717,-71.472,-60.608,145.386
-0.082,-0.562,0.720,-75.134,-50.537,141.785
-0.047,-0.285,0.736,-79.651,-54.321,125.244
0.013,-0.104,0.763,-84.106,-69.458,101.196
0.075,-0.026,0.789,-87.341,-86.548,79.285
0.167,0.027,0.818,-85.693,-96.375,65.613
0.212,0.110,0.900,-79.651,-96.680,64.148
0.194,0.197,1.024,-71.899,-87.097,78.430
0.123,0.413,1.228,-60.669,-70.313,104.187
-0.143,0.846,1.581,-34.363,-44.250,132.385
-0.638,1.398,2.136,5.371,-4.700,164.246
-1.402,1.827,2.776,53.894,43.457,206.055
-2.124,2.064,3.094,83.252,83.740,252.625
-2.344,2.000,2.806,64.209,95.154,265.808
-2.090,1.628,2.114,-6.592,76.477,210.449
-1.615,1.200,1.272,-93.445,39.856,94.360
-1.125,0.811,0.586,-152.649,-11.475,-37.598
-0.531,0.379,0.178,-172.241,-60.608,-157.471
0.048,-0.127,-0.028,-154.480,-91.431,-241.821
0.516,-0.637,-0.089,-109.680,-93.811,-276.855
0.914,-1.087,-0.025,-48.340,-72.266,-264.343
1.114,-1.353,0.179,15.503,-43.335,-213.867
1.205,-1.466,0.411,66.833,-15.137,-144.226
1.218,-1.466,0.641,105.042,7.141,-76.965
1.129,-1.388,0.791,130.005,28.748,-23.437
0.955,-1.272,0.834,132.751,48.279,15.503
0.764,-1.113,0.805,115.356,55.359,41.748
0.594,-0.963,0.776,91.003,47.302,48.340
0.464,-0.871,0.762,65.430,29.419,39.795
0.355,-0.812,0.762,43.823,8.301,28.625
0.283,-0.768,0.802,30.457,-8.728,22.095
0.222,-0.746,0.862,24.170,-17.517,19.714
0.159,-0.739,0.922,24.841,-17.395,21.057
0.118,-0.724,0.979,28.503,-10.986,24.475
0.073,-0.707,1.012,30.640,-3.052,28.503
0.024,-0.685,1.028,30.334,3.296,31.738
0.003,-0.670,1.030,27.039,8.118,32.166
0.002,-0.674,1.036,18.127,9.888,27.954
0.016,-0.666,1.019,5.798,7.935,20.752

-2.494,-0.577,-1.085,115.784,175.110,-94.788
-2.765,-1.271,-1.542,133.728,227.966,-120.361
-3.107,-1.953,-1.917,127.686,268.433,-164.551
-3.200,-2.722,-2.295,86.060,276.855,-241.943
-2.842,-3.633,-2.469,8.789,243.347,-366.455
-2.170,-4.000,-2.223,-64.087,178.650,-490.356
-0.262,-4.000,-2.133,-46.753,96.313,-528.381
1.772,-4.000,-1.175,91.370,12.512,-544.922
3.939,-4.000,-0.322,242.981,-18.738,-472.168
4.000,-3.994,0.025,245.361,-0.183,-308.655
4.000,-3.551,-0.256,116.882,47.058,-92.529
2.765,-2.852,-0.648,26.550,73.181,163.391
0.488,-2.128,-0.659,9.766,53.101,392.090
-1.754,-1.586,-0.455,11.475,9.644,533.875
-2.992,-0.793,0.092,12.756,-24.048,534.485
-3.481,0.082,0.877,80.078,-48.523,418.274
-3.376,0.688,1.534,118.469,-69.702,272.888
-2.890,0.820,1.671,55.481,-81.665,140.869
-2.391,0.687,1.295,-27.527,-75.745,33.691
-1.840,0.465,0.872,-77.942,-60.730,-50.110
-1.282,0.164,0.624,-81.116,-45.776,-112.061
-0.856,-0.252,0.547,-62.622,-33.630,-146.545
-0.548,-0.716,0.532,-44.678,-24.780,-157.104
-0.345,-1.138,0.576,-30.579,-22.278,-151.062
-0.213,-1.441,0.626,-16.968,-23.437,-135.132
-0.150,-1.597,0.690,-9.033,-23.499,-113.098
-0.156,-1.624,0.732,-5.493,-19.165,-81.543
-0.190,-1.578,0.737,-7.141,-9.705,-41.443
-0.266,-1.495,0.691,-13.794,5.615,-1.221
-0.383,-1.364,0.631,-20.874,25.818,34.790
-0.477,-1.225,0.557,-22.583,44.800,64.392
-0.518,-1.138,0.484,-21.851,57.373,83.374
-0.507,-1.119,0.395,-21.484,63.293,89.966
-0.468,-1.137,0.317,-22.400,64.148,86.731
-0.412,-1.188,0.227,-24.597,61.768,79.895
-0.387,-1.253,0.118,-27.710,57.007,72.266
-0.359,-1.283,0.023,-30.945,47.363,67.139
-0.332,-1.275,-0.070,-35.156,32.532,65.918
-0.292,-1.318,-0.163,-43.701,14.648,66.345
-0.259,-1.395,-0.228,-57.434,-3.479,69.275
-0.260,-1.468,-0.260,-70.190,-21.301,76.843
-0.270,-1.512,-0.271,-79.346,-36.987,89.539
-0.303,-1.540,-0.259,-85.083,-47.546,105.774
-0.370,-1.580,-0.242,-87.585,-50.232,123.718
-0.452,-1.598,-0.211,-85.449,-45.654,139.893
-0.537,-1.571,-0.160,-77.881,-37.170,149.353
-0.541,-1.553,-0.129,-68.970,-26.550,148.804
-0.497,-1.563,-0.131,-62.195,-15.381,141.785
-0.390,-1.557,-0.127,-55.237,-7.812,136.475
-0.214,-1.569,-0.104,-47.852,-8.484,138.428
-0.039,-1.652,-0.062,-42.480,-15.564,148.132
0.052,-1.689,0.014,-41.138,-23.804,166.809
0.093,-1.685,0.102,-41.443,-29.846,190.125
0.102,-1.569,0.223,-40.344,-32.043,211.121
-0.029,-1.480,0.272,-42.053,-30.640,220.337
0.105,-1.538,0.229,-52.856,-25.696,199.829
-0.199,-0.530,0.485,-80.444,-29.541,197.937
0.113,-0.466,0.310,-81.604,-33.081,214.539
0.155,-0.375,0.302,-95.276,-27.283,179.749
0.292,-0.112,0.366,-79.773,-23.315,138.367
0.438,0.089,0.457,-55.237,-32.837,103.638
0.504,0.108,0.587,-45.898,-49.255,72.510
0.553,0.060,0.706,-47.363,-66.345,49.805
0.571,0.040,0.774,-53.650,-79.163,38.147
0.454,0.006,0.858,-51.392,-86.670,35.156
0.366,0.007,0.930,-51.819,-83.069,37.964
0.346,0.081,0.989,-53.162,-69.092,40.161
0.426,0.220,1.032,-59.082,-54.077,36.072
0.502,0.302,1.038,-72.388,-43.457,31.616
0.508,0.389,1.058,-79.956,-42.480,36.072
0.383,0.558,1.215,-71.594,-50.964,50.232
0.175,0.766,1.492,-51.270,-58.899,71.045
-0.365,0.908,1.849,-28.015,-55.481,100.342
-1.098,1.012,2.215,-8.423,-35.645,140.564
-1.594,1.134,2.415,-3.296,-7.080,170.776
-1.775,1.192,2.335,-11.658,20.630,160.583
-1.641,1.163,2.026,-34.912,39.490,115.479
-1.311,1.038,1.562,-64.453,36.133,57.129
-0.923,0.793,1.106,-85.693,12.939,-5.798
-0.534,0.493,0.806,-84.839,-14.343,-66.772
-0.193,0.186,0.681,-64.880,-31.311,-115.662
0.073,-0.095,0.624,-37.292,-31.921,-148.315
0.292,-0.399,0.572,-7.629,-23.071,-165.222
0.569,-0.696,0.536,20.325,-13.123,-165.955
0.815,-0.909,0.576,42.053,-7.019,-152.954
0.952,-1.078,0.662,50.049,-3.601,-128.357
0.970,-1.151,0.736,50.049,-1.526,-95.703
0.936,-1.132,0.798,47.729,-0.916,-59.998
0.853,-1.045,0.827,40.222,1.343,-27.527
0.739,-0.938,0.807,28.076,6.958,-1.343
0.615,-0.822,0.749,17.883,12.512,18.188
0.497,-0.699,0.714,15.503,13.000,29.663
0.387,-0.600,0.703,16.724,9.338,34.424
0.285,-0.559,0.702,19.409,3.296,35.095
0.218,-0.535,0.712,23.621,-2.869,32.410
0.159,-0.516,0.744,28.870,-7.324,27.100
0.118,-0.518,0.788,33.508,-8.850,21.790
0.088,-0.522,0.842,37.476,-8.057,18.860
0.051,-0.515,0.897,39.124,-6.226,19.958
0.016,-0.508,0.932,35.706,-4.150,22.217
-0.017,-0.494,0.940,29.480,-2.014,22.400
-0.040,-0.485,0.934,24.048,-0.244,19.836
-0.039,-0.481,0.908,20.569,1.404,15.503
-0.029,-0.495,0.889,18.799,2.502,10.315
0.004,-0.529,0.873,18.555,3.418,4.700
0.061,-0.578,0.861,17.883,3.357,-1.343
0.116,-0.620,0.860,15.808,2.319,-7.080
0.159,-0.646,0.857,12.878,0.366,-10.193
0.189,-0.677,0.854,9.460,-1.404,-9.827
0.228,-0.722,0.831,5.798,-1.038,-8.118
0.266,-0.767,0.799,2.625,1.038,-7.141
0.310,-0.753,0.772,2.197,2.869,-5.554
0.341,-0.730,0.764,2.197,4.761,-2.869
0.321,-0.721,0.754,1.282,6.958,1.160
0.286,-0.696,0.734,0.366,9.399,7.690
0.249,-0.667,0.695,0.366,10.925,13.306
0.235,-0.657,0.665,1.343,11.414,15.808
0.223,-0.656,0.655,3.601,10.986,15.625
0.212,-0.655,0.660,7.996,9.460,15.442

-0.193,1.405,1.570,27.344,-24.414,5.249
-0.385,1.561,1.592,39.429,-14.893,0.610
-0.700,1.597,1.502,39.490,-1.953,-13.428
-0.954,1.552,1.285,29.785,13.062,-39.368
-1.137,1.376,0.930,14.832,28.625,-82.397
-1.254,1.104,0.478,8.789,40.527,-139.282
-1.307,0.757,0.038,24.841,43.640,-197.754
-1.401,0.362,-0.271,60.608,39.368,-247.131
-1.554,-0.198,-0.427,106.995,38.879,-281.189
-1.603,-0.876,-0.516,143.250,50.537,-293.762
-1.788,-1.556,-0.565,154.968,70.374,-291.077
-1.918,-2.076,-0.654,133.179,87.219,-290.955
-2.026,-2.455,-0.896,75.989,90.881,-302.795
-2.259,-2.776,-1.182,-6.165,65.552,-327.759
-2.492,-3.210,-1.323,-66.162,9.949,-367.065
-2.375,-3.994,-0.955,-63.477,-51.453,-426.453
-1.942,-4.000,-0.291,22.400,-87.708,-487.122
-0.979,-4.000,0.327,149.170,-52.673,-485.779
0.553,-4.000,0.265,222.473,66.711,-380.920
1.783,-3.602,-0.483,218.567,211.792,-209.412
2.495,-2.769,-1.261,188.171,299.377,-33.020
2.497,-2.170,-1.710,166.077,300.049,106.995
1.824,-1.824,-1.630,155.823,223.083,205.933
0.555,-1.631,-0.959,162.292,103.027,273.499
-0.787,-1.538,0.052,195.190,-5.798,303.528
-1.968,-1.420,1.133,231.445,-67.810,284.851
-2.478,-1.084,1.900,246.277,-73.975,223.145
-2.326,-0.780,2.252,216.980,-42.786,135.620
-1.930,-0.654,2.158,140.869,-6.042,66.162
-1.525,-0.632,1.660,46.509,12.268,29.724
-1.240,-0.670,1.182,-34.973,6.226,1.282
-0.987,-0.744,0.820,-91.248,-12.756,-32.288
-0.771,-0.741,0.580,-121.948,-31.738,-59.998
-0.611,-0.739,0.448,-129.333,-41.809,-74.036
-0.513,-0.751,0.386,-116.882,-38.452,-71.045
-0.453,-0.766,0.354,-90.027,-23.560,-50.781
-0.406,-0.785,0.342,-60.913,-4.822,-23.132
-0.421,-0.832,0.363,-37.659,8.179,-0.854
-0.434,-0.884,0.402,-22.522,10.376,14.404
-0.463,-0.956,0.454,-14.832,3.845,22.827
-0.480,-1.058,0.498,-11.963,-3.906,26.367
-0.467,-1.175,0.521,-9.705,-7.324,30.334
-0.461,-1.271,0.514,-5.859,-3.296,39.856
-0.464,-1.317,0.477,2.197,8.850,56.702
-0.461,-1.325,0.401,13.916,26.245,77.576
-0.410,-1.321,0.295,21.179,42.786,94.543
-0.372,-1.328,0.166,14.893,49.988,104.187
-0.354,-1.353,0.007,-1.099,41.504,109.741
-0.301,-1.433,-0.130,-22.400,20.691,112.244
-0.283,-1.524,-0.220,-47.424,-4.395,113.098
-0.344,-1.577,-0.282,-67.688,-28.015,117.310
-0.447,-1.574,-0.300,-76.538,-44.678,126.892
-0.521,-1.536,-0.322,-74.402,-48.645,140.381
-0.541,-1.527,-0.382,-67.505,-41.138,154.663
-0.526,-1.588,-0.488,-62.256,-30.457,167.419
-0.452,-1.682,-0.577,-62.500,-25.879,174.744
-0.378,-1.764,-0.654,-62.744,-29.358,170.959
-0.308,-1.846,-0.656,-54.810,-37.476,161.011
-0.303,-1.875,-0.549,-38.391,-48.401,155.823
-0.286,-1.701,-0.372,-16.541,-61.584,159.424
-0.282,-1.470,-0.182,-2.747,-75.012,165.710
-0.266,-1.356,-0.081,-7.751,-85.876,166.504
-0.205,-1.274,-0.046,-28.870,-92.834,163.757
-0.164,-1.078,-0.002,-46.631,-97.778,156.311
-0.129,-0.814,0.080,-47.607,-102.051,147.949
-0.112,-0.612,0.217,-43.945,-103.149,141.357
-0.142,-0.446,0.343,-43.274,-100.403,135.498
-0.135,-0.260,0.419,-42.053,-95.581,127.075
-0.056,-0.063,0.468,-38.269,-90.820,110.413
0.026,0.093,0.513,-35.522,-87.769,87.402
0.108,0.202,0.562,-33.142,-89.294,67.017
0.183,0.273,0.637,-27.832,-96.924,51.331
0.224,0.282,0.743,-21.118,-106.323,40.527
0.241,0.238,0.869,-13.550,-111.206,35.767
0.227,0.178,0.997,-4.517,-107.788,38.208
0.227,0.145,1.133,8.728,-97.595,45.654
0.121,0.139,1.326,21.912,-82.703,57.068
-0.000,0.157,1.523,31.677,-63.538,70.374
-0.056,0.217,1.746,39.368,-42.725,81.238
-0.064,0.378,1.996,51.025,-25.574,90.820
-0.245,0.540,2.288,69.519,-12.451,107.605
-0.679,0.572,2.541,95.581,4.272,141.785
-1.141,0.561,2.709,117.249,29.907,191.284
-1.533,0.611,2.693,126.892,57.739,222.473
-1.637,0.539,2.575,111.206,86.426,196.167
-1.418,0.375,2.272,54.260,111.755,116.455
-1.018,0.143,1.810,-20.386,110.413,17.151
-0.570,-0.134,1.314,-85.999,72.021,-76.050
-0.108,-0.447,0.946,-133.301,12.878,-149.292
0.294,-0.741,0.721,-155.518,-41.321,-191.833
0.564,-1.003,0.599,-148.254,-71.960,-201.233
0.735,-1.173,0.548,-119.629,-68.359,-181.824
0.862,-1.253,0.515,-79.346,-36.316,-146.240
0.938,-1.289,0.528,-33.691,6.226,-105.591
0.946,-1.263,0.571,8.484,45.105,-65.247
0.881,-1.179,0.623,43.274,73.792,-28.320
0.688,-1.071,0.697,68.970,93.262,0.183
0.561,-0.973,0.714,83.862,107.666,15.930
0.500,-0.879,0.701,82.886,112.488,17.151
0.487,-0.790,0.676,67.444,102.966,11.475
0.438,-0.719,0.651,45.349,77.393,6.714
0.377,-0.679,0.646,22.034,43.457,3.784
0.310,-0.655,0.649,0.183,12.085,1.282
0.276,-0.625,0.650,-16.541,-9.583,-2.563
0.251,-0.626,0.649,-24.292,-22.217,-4.761
0.232,-0.641,0.641,-21.790,-26.245,-1.282
0.211,-0.647,0.625,-12.329,-22.766,5.676
0.182,-0.652,0.622,0.061,-16.113,11.108
0.149,-0.675,0.631,13.550,-9.216,13.000
0.166,-0.672,0.643,24.780,-3.418,11.414
0.197,-0.663,0.648,28.931,-0.610,8.606
0.219,-0.686,0.645,25.879,-2.563,6.104
0.229,-0.715,0.638,18.311,-8.118,3.967
0.225,-0.736,0.642,9.521,-14.954,1.587
0.236,-0.762,0.647,1.099,-19.226,-1.099
0.264,-0.781,0.640,-6.287,-20.325,-2.197
0.273,-0.795,0.620,-11.414,-19.958,-1.221
0.260,-0.816,0.611,-13.611,-19.165,3.052
0.241,-0.814,0.617,-12.024,-17.883,8.057

-0.246,0.925,1.590,103.821,28.992,-75.256
-0.190,1.098,1.591,120.605,41.138,-80.994
-0.281,1.276,1.712,114.502,60.852,-96.130
-0.379,1.057,1.491,94.849,93.933,-120.178
-0.382,0.918,1.281,112.488,118.225,-124.084
-0.390,0.875,1.169,149.597,130.005,-122.131
-0.510,0.924,1.065,178.528,140.869,-129.700
-0.674,0.844,0.716,198.486,145.752,-142.334
-0.881,0.394,0.338,192.078,138.428,-148.376
-1.068,-0.255,-0.229,162.354,125.427,-144.836
-1.550,-1.015,-0.802,119.934,112.915,-125.916
-2.421,-1.594,-1.326,55.420,102.844,-85.449
-3.455,-2.281,-2.037,-10.986,114.807,-50.293
-4.000,-3.614,-2.540,-58.655,172.424,-59.204
-2.781,-4.000,-2.773,-45.959,255.493,-135.559
-0.864,-4.000,-2.482,48.035,305.054,-259.827
0.527,-4.000,-2.084,157.654,302.979,-333.801
1.585,-3.594,-1.926,207.336,261.841,-288.513
2.447,-2.455,-2.203,187.073,247.009,-195.984
3.502,-2.018,-2.597,118.469,253.418,-135.742
3.972,-2.091,-2.783,44.922,227.783,-117.371
3.536,-2.381,-2.290,-3.296,107.178,-62.805
1.907,-2.402,-1.294,-7.690,-73.853,67.322
-0.261,-2.368,-0.432,17.395,-205.994,227.478
-2.129,-2.345,0.423,46.997,-232.056,341.431
-3.066,-2.006,1.276,98.572,-179.443,367.249
-2.934,-1.230,1.784,169.922,-91.309,310.730
-2.681,-0.477,1.883,186.890,-19.348,210.205
-2.252,-0.241,1.766,123.169,8.240,105.530
-1.829,-0.386,1.652,23.437,1.221,25.696
-1.273,-0.659,1.510,-57.922,-14.221,-32.837
-0.765,-0.904,1.161,-113.464,-2.563,-82.031
-0.470,-0.992,0.763,-161.987,22.644,-111.389
-0.350,-0.975,0.333,-185.059,39.124,-109.375
-0.340,-0.728,0.012,-183.350,39.612,-82.458
-0.434,-0.474,-0.214,-159.729,28.564,-57.373
-0.395,-0.378,-0.133,-125.793,12.512,-52.795
-0.180,-0.601,-0.091,-72.632,6.409,-60.059
-0.083,-0.826,-0.037,-12.878,9.338,-52.063
-0.093,-0.913,0.137,36.255,18.433,-28.748
-0.085,-0.979,0.255,73.975,35.828,-8.667
-0.078,-1.099,0.340,97.046,48.950,2.869
-0.099,-1.206,0.407,104.919,53.162,14.709
-0.116,-1.257,0.439,97.473,52.063,27.527
-0.123,-1.275,0.412,79.712,51.086,33.386
-0.092,-1.295,0.349,56.702,49.561,31.555
-0.025,-1.288,0.272,27.161,45.654,25.146
0.039,-1.350,0.150,-0.427,38.635,16.663
0.077,-1.437,0.018,-15.808,25.452,13.000
0.063,-1.499,-0.056,-18.066,6.531,19.897
0.101,-1.475,-0.074,-15.930,-11.719,36.377
0.089,-1.442,-0.112,-22.949,-25.391,54.993
0.093,-1.487,-0.226,-44.556,-33.691,69.702
0.100,-1.610,-0.398,-74.951,-40.894,81.177
0.091,-1.745,-0.567,-100.830,-49.622,94.055
-0.025,-1.889,-0.719,-117.493,-60.608,111.938
-0.206,-2.033,-0.820,-124.329,-73.669,131.714
-0.384,-2.082,-0.853,-119.507,-87.158,148.071
-0.573,-1.996,-0.768,-99.854,-102.966,155.212
-0.664,-1.772,-0.641,-70.618,-117.798,151.367
-0.689,-1.546,-0.452,-49.561,-130.066,140.320
-0.717,-1.407,-0.286,-39.307,-140.015,130.920
-0.680,-1.375,-0.222,-40.039,-143.616,123.962
-0.572,-1.422,-0.257,-56.274,-143.005,116.333
-0.505,-1.539,-0.286,-75.806,-142.822,108.032
-0.478,-1.613,-0.265,-86.304,-145.874,104.065
-0.373,-1.628,-0.208,-85.999,-151.062,105.225
-0.256,-1.619,-0.070,-77.393,-157.593,108.032
-0.180,-1.547,0.057,-63.965,-158.752,115.295
-0.134,-1.385,0.180,-57.434,-155.029,125.916
-0.141,-1.148,0.300,-58.411,-152.466,136.230
-0.155,-0.875,0.428,-61.523,-150.940,139.648
-0.177,-0.615,0.574,-62.561,-144.043,132.812
-0.191,-0.326,0.716,-60.120,-133.362,120.667
-0.104,-0.028,0.788,-58.899,-122.864,104.431
-0.060,0.161,0.806,-63.721,-116.821,82.947
-0.000,0.226,0.822,-77.393,-114.319,63.782
0.064,0.175,0.808,-88.379,-110.168,52.124
0.134,0.148,0.846,-90.698,-102.600,50.720
0.150,0.222,0.895,-84.229,-92.590,57.800
0.109,0.334,1.001,-73.608,-82.153,68.176
0.119,0.462,1.105,-62.134,-66.833,78.796
0.085,0.539,1.228,-49.377,-46.692,89.783
-0.009,0.564,1.354,-32.532,-27.710,103.394
-0.180,0.656,1.551,-11.475,-10.193,118.103
-0.413,0.772,1.843,20.142,9.644,132.568
-0.707,0.900,2.210,61.890,33.569,147.888
-1.123,0.885,2.536,94.604,57.922,158.447
-1.404,0.800,2.703,103.699,84.473,149.841
-1.518,0.665,2.641,78.674,105.652,119.934
-1.333,0.514,2.307,28.076,112.366,65.125
-0.965,0.265,1.847,-27.344,99.121,-2.136
-0.610,0.009,1.440,-72.998,66.345,-58.716
-0.312,-0.224,1.161,-102.539,25.635,-96.008
-0.085,-0.428,0.982,-115.234,-4.944,-116.211
0.133,-0.590,0.859,-112.488,-15.991,-126.831
0.373,-0.723,0.732,-101.318,-8.423,-132.507
0.637,-0.836,0.644,-87.219,6.714,-130.188
0.780,-0.865,0.584,-77.637,23.010,-116.333
0.785,-0.883,0.547,-63.477,35.156,-95.703
0.790,-0.878,0.515,-36.987,40.833,-71.777
0.775,-0.846,0.526,-9.460,41.687,-48.828
0.734,-0.829,0.553,10.803,42.297,-31.616
0.655,-0.829,0.520,19.897,46.143,-16.663
0.618,-0.798,0.522,19.714,45.654,-2.625
0.587,-0.733,0.520,13.550,37.537,7.751
0.502,-0.690,0.557,4.333,26.855,15.015
0.422,-0.636,0.571,2.563,17.639,22.339
0.367,-0.588,0.565,7.812,12.268,29.114
0.320,-0.527,0.571,14.648,9.583,32.715
0.256,-0.486,0.583,24.963,9.521,33.813
0.181,-0.472,0.613,36.926,11.658,33.813
0.150,-0.492,0.643,48.340,14.343,32.410
0.183,-0.506,0.679,54.626,17.334,28.137
0.198,-0.507,0.717,53.284,18.005,21.790
0.180,-0.508,0.754,48.645,13.794,15.564
0.155,-0.547,0.800,42.236,5.615,9.705
0.185,-0.623,0.835,32.776,-1.770,4.028
0.211,-0.696,0.854,19.775,-6.226,-0.488

-1.297,0.433,1.080,123.657,192.261,-49.133
-1.949,0.442,0.516,81.726,210.693,-25.024
-2.691,0.293,-0.416,13.245,211.426,-17.944
-3.374,0.051,-1.547,-49.988,193.604,-51.270
-3.779,-0.533,-2.602,-70.923,178.162,-131.897
-3.978,-1.744,-3.528,-44.067,190.369,-240.173
-3.590,-3.115,-4.000,0.122,228.271,-343.994
-2.838,-4.000,-4.000,62.195,262.878,-431.824
-0.855,-4.000,-3.994,148.254,257.202,-491.760
1.968,-4.000,-2.603,237.061,182.617,-508.301
4.000,-4.000,-0.451,322.571,80.078,-419.250
4.000,-4.000,0.476,348.755,17.639,-270.752
4.000,-3.771,0.365,221.558,28.320,-105.164
2.985,-2.925,-0.472,17.212,67.993,101.074
0.231,-1.957,-1.015,-115.356,45.837,316.589
-1.871,-1.116,-0.886,-106.445,-25.146,447.449
-3.259,-0.280,0.006,26.672,-70.557,429.504
-3.631,0.263,1.106,177.063,-75.867,306.946
-3.047,0.238,1.859,214.355,-71.777,147.034
-2.357,-0.042,1.921,134.155,-68.115,5.920
-1.528,-0.314,1.573,29.480,-62.378,-77.026
-0.878,-0.572,1.180,-39.917,-59.265,-115.540
-0.515,-0.791,0.890,-77.332,-55.542,-126.099
-0.321,-0.953,0.710,-87.463,-44.189,-109.802
-0.276,-1.108,0.544,-73.425,-19.836,-85.083
-0.219,-1.168,0.416,-47.241,8.423,-60.547
-0.120,-1.174,0.327,-21.973,26.062,-36.926
-0.054,-1.187,0.288,-8.545,32.410,-20.813
-0.047,-1.201,0.276,-6.287,32.898,-9.705
-0.054,-1.218,0.264,-11.902,31.860,2.075
-0.072,-1.222,0.235,-21.545,33.691,15.381
